Kingdom,Division,Group_Name,Family,Botanical_Name,Naturalisation_Status,NCA_Status,Burke,Burnett,Cook,Darling_Downs,Gregory_North,Gregory_South,Leichhardt,Maranoa,Mitchell,Moreton,North_Kennedy,Port_Curtis,South_Kennedy,Warrego,Wide_Bay,Queensland,ACT,NSW,NT,SA,TAS,VIC,WA,Australia,NG,Africa,America,Antarctica,Asia,NZ,Europe,Malesia,Melanesia,Pacific_islands,Notes
Plantae,Streptophyta,Angiosperms,Euphorbiaceae,Croton stockeri (Airy Shaw) Airy Shaw,Native to QLD,Vulnerable,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Caesalpiniaceae),Crudia abbreviata A.R.Bean,Native to QLD,Near threatened,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Caesalpiniaceae),Crudia papuana Kosterm.,Native to QLD,Vulnerable,,,3,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rhamnaceae,Cryptandra ciliata A.R.Bean,Native to QLD,Near threatened,,3,,4,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Cryptocarya floydii Kosterm.,Native to QLD,Near threatened,,1,,10,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Cryptocarya foetida R.T.Baker,Native to QLD,Vulnerable,,,,,,,,,,22,,,,,4,,,18,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Cryptocarya glaucocarpa B.Hyland,Native to QLD,Vulnerable,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Polypodiaceae,Ctenopteris blechnoides (Grev.) W.H.Wagner & Grether,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,3,1,
Plantae,Streptophyta,Pteridophytes,Polypodiaceae,Ctenopteris walleri (Maiden & Betche) S.B.Andrews,Native to QLD,Vulnerable,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cucurbitaceae,Cucumis costatus I.Telford,Native to QLD,Near threatened,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Cupaniopsis cooperorum P.I.Forst.,Native to QLD,Vulnerable,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Cupaniopsis newmanii S.T.Reynolds,Native to QLD,Near threatened,,,,,,,,,,40,,,,,1,,,1,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Cupaniopsis shirleyana (F.M.Bailey) Radlk.,Native to QLD,Vulnerable,,,,,,,,,,7,,,,,8,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Cupaniopsis tomentella (F.Muell. ex Benth.) S.T.Reynolds,Native to QLD,Vulnerable,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Cyatheaceae,Cyathea celebica Blume,Native to QLD,Near threatened,,,8,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Cyatheaceae,Cyathea cunninghamii Hook.f.,Native to QLD,Near threatened,,,,,,,,,,3,,,,,,,,1,,,,2,,,,,,,,2,,,,,
Plantae,Streptophyta,Pteridophytes,Cyatheaceae,Cyathea exilis Holttum,Native to QLD,Endangered,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Cyatheaceae,Cyathea felina (Roxb.) C.V.Morton,Native to QLD,Endangered,,,11,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,1,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas brunnea K.D.Hill,Native to QLD,Vulnerable,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas cairnsiana F.Muell.,Native to QLD,Vulnerable,,,31,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas couttsiana K.D.Hill,Native to QLD,Vulnerable,7,,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas cupida P.I.Forst.,Native to QLD,Vulnerable,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas desolata P.I.Forst.,Native to QLD,Vulnerable,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas megacarpa K.D.Hill,Native to QLD,Endangered,,15,,,,,,,,,,74,,,23,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas ophiolitica K.D.Hill,Native to QLD,Endangered,,,,,,,2,,,,,143,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas platyphylla K.D.Hill,Native to QLD,Vulnerable,,,53,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas semota K.D.Hill,Native to QLD,Endangered,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas silvestris K.D.Hill,Native to QLD,Vulnerable,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Gymnosperms,Cycadaceae,Cycas tuckeri K.D.Hill,Native to QLD,Vulnerable,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rubiaceae,Cyclophyllum costatum (C.T.White) S.T.Reynolds & R.J.F.Hend.,Native to QLD,Vulnerable,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Asteraceae,Cymbonotus maidenii (Beauverd) A.E.Holland & V.A.Funk,Native to QLD,Endangered,,,,11,,,1,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Cyperus cephalotes Vahl,Native to QLD,Endangered,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Cyperus clarus S.T.Blake,Native to QLD,Vulnerable,,2,,18,,,9,1,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Cyperus rupicola S.T.Blake,Native to QLD,Vulnerable,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Cyperus semifertilis S.T.Blake,Native to QLD,Vulnerable,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Loranthaceae,Dactyliophora novae-guineae (F.M.Bailey) Danser,Native to QLD,Near threatened,,,6,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Poaceae,Dallwatsonia felliana B.K.Simon,Native to QLD,Endangered,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Combretaceae,Dansiea elliptica Byrnes,Native to QLD,Near threatened,,,7,,,,,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Combretaceae,Dansiea grandiflora Pedley,Native to QLD,Vulnerable,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cunoniaceae,Davidsonia johnsonii J.B.Williams & G.Harden,Native to QLD,Endangered,,,,,,,,,,8,,,,,,,,11,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Fabaceae),Daviesia discolor Pedley,Native to QLD,Vulnerable,,,,,,,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Fabaceae),Daviesia quoquoversus Crisp,Native to QLD,Vulnerable,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Decaspermum struckoilicum N.Snow & Guymer,Native to QLD,Endangered,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Demorchis queenslandica (Dockrill) D.L.Jones & M.A.Clem.,Native to QLD,Near threatened,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium antennatum Lindl.,Native to QLD,Endangered,,,3,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium bigibbum Lindl.,Native to QLD,Vulnerable,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium callitrophilum B.Gray & D.L.Jones,Native to QLD,Vulnerable,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium carronii Lavarack & P.J.Cribb,Native to QLD,Vulnerable,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium fellowsii F.Muell.,Native to QLD,Vulnerable,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium johannis Rchb.f.,Native to QLD,Vulnerable,,,15,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium malbrownii Dockrill,Native to QLD,Vulnerable,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium mirbelianum Gaudich.,Native to QLD,Endangered,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,No specimen in BRI
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium nindii W.Hill,Native to QLD,Endangered,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium schneiderae F.M.Bailey var. schneiderae,Native to QLD,Near threatened,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dendrobium x superbiens Rchb.f.,Native to QLD,Vulnerable,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Santalaceae,Dendromyza reinwardtiana (Blume ex Korth.) Danser,Native to QLD,Vulnerable,,,4,,,,,,,,,,,,,,,,1,,,,,,9,,,,,,,2,1,,
Plantae,Streptophyta,Angiosperms,Celastraceae,Denhamia parvifolia L.S.Sm.,Native to QLD,Vulnerable,,58,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Hemerocallidaceae,Dianella incollata R.J.F.Hend.,Native to QLD,Near threatened,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Poaceae,Dichanthium queenslandicum B.K.Simon,Native to QLD,Vulnerable,1,,1,7,,,86,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Didymoglossum exiguum (Bedd.) Copel.,Native to QLD,Presumed extinct in the wild,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specimen in BRI
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Didymoglossum mindorense (Christ) Ebihara & K.Iwats.,Native to QLD,Near threatened,,,11,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Didymoplexis pallens Griff.,Native to QLD,Near threatened,,,1,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Poaceae,Digitaria porrecta S.T.Blake,Native to QLD,Near threatened,,,,74,,,15,,,1,,,1,,,,,33,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rutaceae,Dinosperma longifolium T.G.Hartley,Native to QLD,Endangered,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Fabaceae),Dioclea hexandra (Ralph) Mabb.,Native to QLD,Vulnerable,,,19,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,1,,
Plantae,Streptophyta,Angiosperms,Ebenaceae,Diospyros areolifolia Kosterm.,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Ebenaceae,Diospyros granitica Jessup,Native to QLD,Near threatened,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Athyriaceae,Diplazium cordifolium Blume,Native to QLD,Vulnerable,,,7,,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,1,,
Plantae,Streptophyta,Pteridophytes,Athyriaceae,Diplazium pallidum (Blume) T.Moore,Native to QLD,Endangered,,,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Diploglottis campbellii Cheel,Native to QLD,Endangered,,,,,,,,,,14,,,,,,,,11,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Diploglottis harpullioides S.T.Reynolds,Native to QLD,Near threatened,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Diploglottis pedleyi S.T.Reynolds,Native to QLD,Near threatened,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dipodium pandanum F.M.Bailey,Native to QLD,Endangered,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,
Plantae,Streptophyta,Pteridophytes,Dipteridaceae,Dipteris conjugata Reinw.,Native to QLD,Near threatened,,,21,,,,,,,,,,,,,,,,,,,,,,18,,,,1,,,5,11,1,
Plantae,Streptophyta,Angiosperms,Rhamnaceae,Discaria pubescens (Brongn.) Druce,Native to QLD,Near threatened,,,,8,,,,,,2,,,,2,,,1,14,,,,1,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Apocynaceae,Dischidia littoralis Schltr.,Native to QLD,Vulnerable,,,4,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Picrodendraceae,Dissiliaria tuckeri P.I.Forst.,Native to QLD,Vulnerable,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Diteilis simmondsii (F.M.Bailey) M.A.Clem. & D.L.Jones,Native to QLD,Near threatened,,,,,,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Diuris oporina D.L.Jones,Native to QLD,Near threatened,,,13,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Diuris parvipetala (Dockrill) D.L.Jones & M.A.Clem.,Native to QLD,Vulnerable,,8,,16,,,,2,,2,,,,,1,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Dockrillia wassellii (S.T.Blake) Brieger,Native to QLD,Near threatened,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Dodonaea hirsuta (Maiden & Betche) Maiden & Betche,Native to QLD,Vulnerable,,,,21,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Dodonaea rupicola C.T.White,Native to QLD,Vulnerable,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sapindaceae,Dodonaea uncinata J.G.West,Native to QLD,Near threatened,,,3,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Bignoniaceae,Dolichandrone spathacea (L.f.) K.Schum.,Native to QLD,Near threatened,,,6,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,3,3,,
Plantae,Streptophyta,Angiosperms,Sapotaceae,Donella lanceolata (Blume) Aubrev.,Native to QLD,Near threatened,,,22,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,7,1,,
Plantae,Streptophyta,Angiosperms,Ericaceae,Dracophyllum sayeri F.Muell.,Native to QLD,Vulnerable,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Droseraceae,Drosera adelae F.Muell.,Native to QLD,Near threatened,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Droseraceae,Drosera prolifera C.T.White,Native to QLD,Vulnerable,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Droseraceae,Drosera schizandra Diels,Native to QLD,Vulnerable,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rutaceae,Drummondita calida (F.Muell.) Paul G.Wilson,Native to QLD,Vulnerable,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Polypodiaceae,Drynaria x dumicola Bostock,Native to QLD,Vulnerable,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Dryopteridaceae,Dryopteris hasseltii (Blume) C.Chr.,Native to QLD,Near threatened,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Dryopteridaceae,Dryopteris sparsa (Buch.-Ham. ex D.Don) Kuntze,Native to QLD,Vulnerable,,,9,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,
Plantae,Streptophyta,Pteridophytes,Dryopteridaceae,"Dryopteris wattsii M.McKeown, Sundue & Barrington",Native to QLD,Vulnerable,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Elaeocarpaceae,Dubouzetia saxatilis A.R.Bean & Jessup,Native to QLD,Vulnerable,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rubiaceae,Durringtonia paludosa R.J.F.Hend. & Guymer,Native to QLD,Near threatened,,,,,,,,,,19,,,,,3,,,6,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Boraginaceae,Ehretia microphylla Lam.,Native to QLD,Vulnerable,,,22,,,,,,,,,,,,,,,,,,,,,,11,,,,2,,,9,4,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Eidothea zoexylocarya A.W.Douglas & B.Hyland,Native to QLD,Vulnerable,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Elaeocarpaceae,Elaeocarpus coorangooloo J.F.Bailey & C.T.White,Native to QLD,Near threatened,,,26,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Elaeocarpaceae,Elaeocarpus thelmae B.Hyland & Coode,Native to QLD,Vulnerable,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Dryopteridaceae,Elaphoglossum callifolium (Blume) T.Moore,Native to QLD,Near threatened,,,8,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Eleocharis difformis S.T.Blake,Native to QLD,Endangered,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Eleocharis retroflexa (Poir.) Urb.,Native to QLD,Vulnerable,,,15,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,1,,,
Plantae,Streptophyta,Angiosperms,Myrsinaceae,Embelia flueckigeri F.Muell.,Native to QLD,Presumed extinct in the wild,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra anthropophagorum Domin,Native to QLD,Vulnerable,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra bellendenkerana B.Hyland,Native to QLD,Near threatened,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra cooperana B.Hyland,Native to QLD,Endangered,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra floydii B.Hyland,Native to QLD,Endangered,,,,,,,,,,15,,,,,,,,6,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra globosa Maiden & Betche,Native to QLD,Near threatened,,,30,,,,,,,14,,,,,,,,8,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra grayi B.Hyland,Native to QLD,Vulnerable,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra hayesii Kosterm.,Native to QLD,Vulnerable,,,,,,,,,,12,,,,,,,,5,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra jonesii B.Hyland,Native to QLD,Vulnerable,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra microneura C.T.White,Native to QLD,Near threatened,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Lauraceae,Endiandra phaeocarpa B.Hyland,Native to QLD,Vulnerable,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Poaceae,Eragrostis fenshamii B.K.Simon,Native to QLD,Endangered,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Scrophulariaceae,Eremophila stenophylla Chinnock,Native to QLD,Vulnerable,,,,,,2,,,18,,,,,9,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Scrophulariaceae,Eremophila tetraptera C.T.White,Native to QLD,Vulnerable,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Eriocaulaceae,Eriocaulon aloefolium R.J.Davies,Native to QLD,Endangered,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Eriocaulaceae,Eriocaulon carsonii F.Muell.,Native to QLD,Endangered,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Eriocaulaceae,Eriocaulon carsonii F.Muell. subsp. carsonii,Native to QLD,Endangered,,,,,4,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Eriocaulaceae,Eriocaulon carsonii subsp. orientale R.J.Davies,Native to QLD,Endangered,,,4,,,,13,,8,,,,4,1,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Eriocaulaceae,Eriocaulon giganticum R.J.Davies,Native to QLD,Endangered,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Apiaceae,Eryngium fontanum A.E.Holland & E.J.Thomps.,Native to QLD,Endangered,,,,,,,,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus argophloia Blakely,Native to QLD,Vulnerable,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus beaniana L.A.S.Johnson & K.D.Hill,Native to QLD,Vulnerable,,3,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus broviniensis A.R.Bean,Native to QLD,Endangered,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus codonocarpa Blakely & McKie,Native to QLD,Near threatened,,,,12,,,,,,25,,,,,,,,14,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus conglomerata Maiden & Blakely,Native to QLD,Endangered,,,,,,,,,,31,,,,,5,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus curtisii Blakely & C.T.White,Native to QLD,Near threatened,,2,,24,,,5,,,72,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus decolor A.R.Bean & Brooker,Native to QLD,Near threatened,,7,,,,,,,,,,11,,,4,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus dunnii Maiden,Native to QLD,Vulnerable,,,,2,,,,,,8,,,,,,,,12,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus hallii Brooker,Native to QLD,Vulnerable,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus infera A.R.Bean,Native to QLD,Vulnerable,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus kabiana L.A.S.Johnson & K.D.Hill,Native to QLD,Vulnerable,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus nudicaulis A.R.Bean,Native to QLD,Vulnerable,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus pachycalyx subsp. waajensis L.A.S.Johnson & K.D.Hill,Native to QLD,Endangered,,5,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus paedoglauca L.A.S.Johnson & Blaxell,Native to QLD,Vulnerable,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus scoparia Maiden,Native to QLD,Vulnerable,,,,11,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
